delta_teacher,reward_misspec,t,k,error,optimal_k,post_optimum_degradation_pct,finite_optimum
0.5,0.5,1.0,2,0.8995418382604554,256,0.0,False
0.5,0.5,1.0,4,0.8078085591199923,256,0.0,False
0.5,0.5,1.0,8,0.7761682768959393,256,0.0,False
0.5,0.5,1.0,16,0.7625257603788034,256,0.0,False
0.5,0.5,1.0,32,0.756135074480739,256,0.0,False
0.5,0.5,1.0,64,0.7530368815989421,256,0.0,False
0.5,0.5,1.0,128,0.7515109293921326,256,0.0,False
0.5,0.5,1.0,256,0.7507536053579138,256,0.0,False
0.5,0.5,2.0,1,1.250000000072752,256,0.0,False
0.5,0.5,2.0,2,1.0317559444062105,256,0.0,False
0.5,0.5,2.0,4,0.9663812934593542,256,0.0,False
0.5,0.5,2.0,8,0.9400377808566336,256,0.0,False
0.5,0.5,2.0,16,0.9280222023230247,256,0.0,False
0.5,0.5,2.0,32,0.9222663379934787,256,0.0,False
0.5,0.5,2.0,64,0.919447489084915,256,0.0,False
0.5,0.5,2.0,128,0.9180523861309822,256,0.0,False
0.5,0.5,2.0,256,0.9173583610206633,256,0.0,False
0.5,0.5,3.0,1,1.250000000000016,256,0.0,False
0.5,0.5,3.0,2,1.0945769724144268,256,0.0,False
0.5,0.5,3.0,4,1.042450160735412,256,0.0,False
0.5,0.5,3.0,8,1.0202397892926323,256,0.0,False
0.5,0.5,3.0,16,1.0098949689260914,256,0.0,False
0.5,0.5,3.0,32,1.0048936187420998,256,0.0,False
0.5,0.5,3.0,64,1.0024336219398988,256,0.0,False
0.5,0.5,3.0,128,1.001213548011483,256,0.0,False
0.5,0.5,3.0,256,1.00060596244383,256,0.0,False
0.5,0.5,5.0,1,1.2500000000000029,256,0.0,False
0.5,0.5,5.0,2,1.1527459214461808,256,0.0,False
0.5,0.5,5.0,4,1.1155681423445887,256,0.0,False
0.5,0.5,5.0,8,1.0989158319423642,256,0.0,False
0.5,0.5,5.0,16,1.09099939657616,256,0.0,False
0.5,0.5,5.0,32,1.0871360444415183,256,0.0,False
0.5,0.5,5.0,64,1.0852272256069262,256,0.0,False
0.5,0.5,5.0,128,1.0842784279493916,256,0.0,False
0.5,0.5,5.0,256,1.0838054195290574,256,0.0,False
0.5,0.5,8.0,1,1.2500000000000029,256,0.0,False
0.5,0.5,8.0,2,1.188205787507102,256,0.0,False
0.5,0.5,8.0,4,1.1623212736141302,256,0.0,False
0.5,0.5,8.0,8,1.1503286330476412,256,0.0,False
0.5,0.5,8.0,16,1.144542904595368,256,0.0,False
0.5,0.5,8.0,32,1.141699813112478,256,0.0,False
0.5,0.5,8.0,64,1.1402903761231278,256,0.0,False
0.5,0.5,8.0,128,1.1395886444479961,256,0.0,False
0.5,0.5,8.0,256,1.1392385203550288,256,0.0,False
0.5,0.5,12.0,1,1.2500000000000027,256,0.0,False
0.5,0.5,12.0,2,1.2085467025211356,256,0.0,False
0.5,0.5,12.0,4,1.1901809109687056,256,0.0,False
0.5,0.5,12.0,8,1.181482662506846,256,0.0,False
0.5,0.5,12.0,16,1.1772445160255134,256,0.0,False
0.5,0.5,12.0,32,1.1751520531711683,256,0.0,False
0.5,0.5,12.0,64,1.174112340158038,256,0.0,False
0.5,0.5,12.0,128,1.173594096925431,256,0.0,False
0.5,0.5,12.0,256,1.1733353766128405,256,0.0,False
0.5,1.0,1.0,1,1.2499970935190017,256,0.0,False
0.5,1.0,1.0,2,1.1041559437742303,256,0.0,False
0.5,1.0,1.0,4,1.076173590946815,256,0.0,False
0.5,1.0,1.0,8,1.0683861511522037,256,0.0,False
0.5,1.0,1.0,16,1.0652650163826918,256,0.0,False
0.5,1.0,1.0,32,1.0638429978933246,256,0.0,False
0.5,1.0,1.0,64,1.0631621484020943,256,0.0,False
0.5,1.0,1.0,128,1.0628287974722124,256,0.0,False
0.5,1.0,1.0,256,1.0626638368851484,256,0.0,False
0.5,1.0,2.0,1,1.2499999996837339,256,0.0,False
0.5,1.0,2.0,2,1.1500798198688726,256,0.0,False
0.5,1.0,2.0,4,1.126685427519349,256,0.0,False
0.5,1.0,2.0,8,1.1182331767167433,256,0.0,False
0.5,1.0,2.0,16,1.1145303802555995,256,0.0,False
0.5,1.0,2.0,32,1.1127877742560561,256,0.0,False
0.5,1.0,2.0,64,1.111941479804128,256,0.0,False
0.5,1.0,2.0,128,1.1115243381409246,256,0.0,False
0.5,1.0,2.0,256,1.1113172393773312,256,0.0,False
0.5,1.0,3.0,1,1.249999999999857,256,0.0,False
0.5,1.0,3.0,2,1.1760763473901932,256,0.0,False
0.5,1.0,3.0,4,1.1557134370859747,256,0.0,False
0.5,1.0,3.0,8,1.147670035835126,256,0.0,False
0.5,1.0,3.0,16,1.1440367955248976,256,0.0,False
0.5,1.0,3.0,32,1.1423047210791042,256,0.0,False
0.5,1.0,3.0,64,1.141458491081075,256,0.0,False
0.5,1.0,3.0,128,1.1410401742532923,256,0.0,False
0.5,1.0,3.0,256,1.1408321968930144,256,0.0,False
0.5,1.0,5.0,1,1.250000000000003,256,0.0,False
0.5,1.0,5.0,2,1.2024123248302439,256,0.0,False
0.5,1.0,5.0,4,1.1865236449695227,256,0.0,False
0.5,1.0,5.0,8,1.1797599041287692,256,0.0,False
0.5,1.0,5.0,16,1.1766149617573225,256,0.0,False
0.5,1.0,5.0,32,1.1750961072156263,256,0.0,False
0.5,1.0,5.0,64,1.1743494606917793,256,0.0,False
0.5,1.0,5.0,128,1.1739792589932974,256,0.0,False
0.5,1.0,5.0,256,1.1737949295841377,256,0.0,False
0.5,1.0,8.0,1,1.2500000000000027,256,0.0,False
0.5,1.0,8.0,2,1.219384877672525,256,0.0,False
0.5,1.0,8.0,4,1.2076640129904885,256,0.0,False
0.5,1.0,8.0,8,1.2024241409172833,256,0.0,False
0.5,1.0,8.0,16,1.19993681324671,256,0.0,False
0.5,1.0,8.0,32,1.1987239697090468,256,0.0,False
0.5,1.0,8.0,64,1.1981249861323715,256,0.0,False
0.5,1.0,8.0,128,1.1978273219247835,256,0.0,False
0.5,1.0,8.0,256,1.1976789428028602,256,0.0,False
0.5,1.0,12.0,1,1.2500000000000027,256,0.0,False
0.5,1.0,12.0,2,1.2293605295453536,256,0.0,False
0.5,1.0,12.0,4,1.2207614190324685,256,0.0,False
0.5,1.0,12.0,8,1.2167927654637751,256,0.0,False
0.5,1.0,12.0,16,1.2148821598280544,256,0.0,False
0.5,1.0,12.0,32,1.2139443108591113,256,0.0,False
0.5,1.0,12.0,64,1.213479635714757,256,0.0,False
0.5,1.0,12.0,128,1.213248346671396,256,0.0,False
0.5,1.0,12.0,256,1.2131329625833525,256,0.0,False
0.5,1.5,1.0,1,1.249959512274247,1,19.920778052901134,False
0.5,1.5,1.0,2,1.3243523293390214,1,19.920778052901134,False
0.5,1.5,1.0,4,1.4200084233424142,1,19.920778052901134,False
0.5,1.5,1.0,8,1.463710828691742,1,19.920778052901134,False
0.5,1.5,1.0,16,1.4826866077432646,1,19.920778052901134,False
0.5,1.5,1.0,32,1.4915327841588535,1,19.920778052901134,False
0.5,1.5,1.0,64,1.4958116357957871,1,19.920778052901134,False
0.5,1.5,1.0,128,1.497916876776282,1,19.920778052901134,False
0.5,1.5,1.0,256,1.4989611724655254,1,19.920778052901134,False
0.5,1.5,2.0,1,1.250000004039916,1,8.838802884134545,False
0.5,1.5,2.0,2,1.2756167066942299,1,8.838802884134545,False
0.5,1.5,2.0,4,1.3186758427549063,1,8.838802884134545,False
0.5,1.5,2.0,8,1.3404662733848012,1,8.838802884134545,False
0.5,1.5,2.0,16,1.350945591960263,1,8.838802884134545,False
0.5,1.5,2.0,32,1.3560679312947375,1,8.838802884134545,False
0.5,1.5,2.0,64,1.3585994156119496,1,8.838802884134545,False
0.5,1.5,2.0,128,1.359857734819788,1,8.838802884134545,False
0.5,1.5,2.0,256,1.360485040448678,1,8.838802884134545,False
0.5,1.5,3.0,1,1.250000000002733,1,4.966909327201829,False
0.5,1.5,3.0,2,1.261075232335657,1,4.966909327201829,False
0.5,1.5,3.0,4,1.285819828182756,1,4.966909327201829,False
0.5,1.5,3.0,8,1.2991744307095487,1,4.966909327201829,False
0.5,1.5,3.0,16,1.3058568463500515,1,4.966909327201829,False
0.5,1.5,3.0,32,1.309184749260005,1,4.966909327201829,False
0.5,1.5,3.0,64,1.310844106766202,1,4.966909327201829,False
0.5,1.5,3.0,128,1.311672503800948,1,4.966909327201829,False
0.5,1.5,3.0,256,1.3120863665928915,1,4.966909327201829,False
0.5,1.5,5.0,1,1.250000000000003,1,2.204750539395972,False
0.5,1.5,5.0,2,1.2531795487901707,1,2.204750539395972,False
0.5,1.5,5.0,4,1.2643736999121482,1,2.204750539395972,False
0.5,1.5,5.0,8,1.2709069662057448,1,2.204750539395972,False
0.5,1.5,5.0,16,1.2743095356294891,1,2.204750539395972,False
0.5,1.5,5.0,32,1.2760364349555349,1,2.204750539395972,False
0.5,1.5,5.0,64,1.2769054146997043,1,2.204750539395972,False
0.5,1.5,5.0,128,1.2773411869861893,1,2.204750539395972,False
0.5,1.5,5.0,256,1.2775593817424529,1,2.204750539395972,False
0.5,1.5,8.0,1,1.2500000000000027,1,0.9788702984765418,False
0.5,1.5,8.0,2,1.2508837172439877,1,0.9788702984765418,False
0.5,1.5,8.0,4,1.2558532040411403,1,0.9788702984765418,False
0.5,1.5,8.0,8,1.2589527456446064,1,0.9788702984765418,False
0.5,1.5,8.0,16,1.260616871947565,1,0.9788702984765418,False
0.5,1.5,8.0,32,1.2614736759565206,1,0.9788702984765418,False
0.5,1.5,8.0,64,1.2619078351564437,1,0.9788702984765418,False
0.5,1.5,8.0,128,1.2621263035097456,1,0.9788702984765418,False
0.5,1.5,8.0,256,1.2622358787309595,1,0.9788702984765418,False
0.5,1.5,12.0,1,1.2500000000000027,1,0.4688123479600348,False
0.5,1.5,12.0,2,1.250276190309493,1,0.4688123479600348,False
0.5,1.5,12.0,4,1.252633727799259,1,0.4688123479600348,False
0.5,1.5,12.0,8,1.2541778889032695,1,0.4688123479600348,False
0.5,1.5,12.0,16,1.2550250626997097,1,0.4688123479600348,False
0.5,1.5,12.0,32,1.2554657184596798,1,0.4688123479600348,False
0.5,1.5,12.0,64,1.255690117696519,1,0.4688123479600348,False
0.5,1.5,12.0,128,1.25580331165971,1,0.4688123479600348,False
0.5,1.5,12.0,256,1.2558601543495032,1,0.4688123479600348,False
0.5,2.0,1.0,1,1.2496681217093606,1,64.76929983238773,False
0.5,2.0,1.0,2,1.5031786527150373,1,64.76929983238773,False
0.5,2.0,1.0,4,1.7877661110097878,1,64.76929983238773,False
0.5,2.0,1.0,8,1.9385628155170453,1,64.76929983238773,False
0.5,2.0,1.0,16,2.00438452797305,1,64.76929983238773,False
0.5,2.0,1.0,32,2.034330498850336,1,64.76929983238773,False
0.5,2.0,1.0,64,2.048625299412288,1,64.76929983238773,False
0.5,2.0,1.0,128,2.0556136784131165,1,64.76929983238773,False
0.5,2.0,1.0,256,2.0590694143690644,1,64.76929983238773,False
0.5,2.0,2.0,1,1.2500000004002234,1,33.17486164658177,False
0.5,2.0,2.0,2,1.3918320112867413,1,33.17486164658177,False
0.5,2.0,2.0,4,1.5298732687561545,1,33.17486164658177,False
0.5,2.0,2.0,8,1.6006314696697204,1,33.17486164658177,False
0.5,2.0,2.0,16,1.6343301165803386,1,33.17486164658177,False
0.5,2.0,2.0,32,1.6506700670976548,1,33.17486164658177,False
0.5,2.0,2.0,64,1.6587111309938456,1,33.17486164658177,False
0.5,2.0,2.0,128,1.6626995565052056,1,33.17486164658177,False
0.5,2.0,2.0,256,1.6646857711152692,1,33.17486164658177,False
0.5,2.0,3.0,1,1.24999999996,1,21.143616123748576,False
0.5,2.0,3.0,2,1.3433052737532414,1,21.143616123748576,False
0.5,2.0,3.0,4,1.4281428026435303,1,21.143616123748576,False
0.5,2.0,3.0,8,1.4723704132638147,1,21.143616123748576,False
0.5,2.0,3.0,16,1.4941695485831537,1,21.143616123748576,False
0.5,2.0,3.0,32,1.5049440756835517,1,21.143616123748576,False
0.5,2.0,3.0,64,1.5102966101216533,1,21.143616123748576,False
0.5,2.0,3.0,128,1.512963863975786,1,21.143616123748576,False
0.5,2.0,3.0,256,1.5142952014983997,1,21.143616123748576,False
0.5,2.0,5.0,1,1.2500000000000036,1,11.606247457265773,False
0.5,2.0,5.0,2,1.3035236366225127,1,11.606247457265773,False
0.5,2.0,5.0,4,1.3479602497835417,1,11.606247457265773,False
0.5,2.0,5.0,8,1.3717252710959544,1,11.606247457265773,False
0.5,2.0,5.0,16,1.3837584161600984,1,11.606247457265773,False
0.5,2.0,5.0,32,1.3897929052741234,1,11.606247457265773,False
0.5,2.0,5.0,64,1.3928126321788417,1,11.606247457265773,False
0.5,2.0,5.0,128,1.3943228913728805,1,11.606247457265773,False
0.5,2.0,5.0,256,1.395078093215826,1,11.606247457265773,False
0.5,2.0,8.0,1,1.250000000000003,1,6.6322882267156436,False
0.5,2.0,8.0,2,1.282325700145442,1,6.6322882267156436,False
0.5,2.0,8.0,4,1.3065934522745917,1,6.6322882267156436,False
0.5,2.0,8.0,8,1.3197467612136098,1,6.6322882267156436,False
0.5,2.0,8.0,16,1.326495014225903,1,6.6322882267156436,False
0.5,2.0,8.0,32,1.3299039307958354,1,6.6322882267156436,False
0.5,2.0,8.0,64,1.3316161911600233,1,6.6322882267156436,False
0.5,2.0,8.0,128,1.3324741665806592,1,6.6322882267156436,False
0.5,2.0,8.0,256,1.332903602833949,1,6.6322882267156436,False
0.5,2.0,12.0,1,1.2500000000000027,1,4.1212139579223095,False
0.5,2.0,12.0,2,1.271183130457682,1,4.1212139579223095,False
0.5,2.0,12.0,4,1.2857102574702663,1,4.1212139579223095,False
0.5,2.0,12.0,8,1.2935872250621612,1,4.1212139579223095,False
0.5,2.0,12.0,16,1.2976462100544384,1,4.1212139579223095,False
0.5,2.0,12.0,32,1.2997023837427675,1,4.1212139579223095,False
0.5,2.0,12.0,64,1.3007367459411852,1,4.1212139579223095,False
0.5,2.0,12.0,128,1.3012554485686865,1,4.1212139579223095,False
0.5,2.0,12.0,256,1.3015151744740316,1,4.1212139579223095,False
0.5,2.5,1.0,1,1.2476327382395427,1,119.74906859300192,False
0.5,2.5,1.0,2,1.6217039805168816,1,119.74906859300192,False
0.5,2.5,1.0,4,2.1111037406811226,1,119.74906859300192,False
0.5,2.5,1.0,8,2.4425506996787183,1,119.74906859300192,False
0.5,2.5,1.0,16,2.606125463598431,1,119.74906859300192,False
0.5,2.5,1.0,32,2.6808920094776645,1,119.74906859300192,False
0.5,2.5,1.0,64,2.7161392987504644,1,119.74906859300192,False
0.5,2.5,1.0,128,2.7332390573684777,1,119.74906859300192,False
0.5,2.5,1.0,256,2.7416613217427606,1,119.74906859300192,False
0.5,2.5,2.0,1,1.2500003817656826,1,61.88757822090869,False
0.5,2.5,2.0,2,1.4884904979164488,1,61.88757822090869,False
0.5,2.5,2.0,4,1.742778063399098,1,61.88757822090869,False
0.5,2.5,2.0,8,1.8881798321059369,1,61.88757822090869,False
0.5,2.5,2.0,16,1.959378140713035,1,61.88757822090869,False
0.5,2.5,2.0,32,1.9939674150703932,1,61.88757822090869,False
0.5,2.5,2.0,64,2.0109724697483666,1,61.88757822090869,False
0.5,2.5,2.0,128,2.0194002918093665,1,61.88757822090869,False
0.5,2.5,2.0,256,2.0235953457925766,1,61.88757822090869,False
0.5,2.5,3.0,1,1.2500000003787117,1,39.787004955737835,False
0.5,2.5,3.0,2,1.4179087498426184,1,39.787004955737835,False
0.5,2.5,3.0,4,1.5763649404832156,1,39.787004955737835,False
0.5,2.5,3.0,8,1.6635434522929606,1,39.787004955737835,False
0.5,2.5,3.0,16,1.7070583587039287,1,39.787004955737835,False
0.5,2.5,3.0,32,1.7286169714071702,1,39.787004955737835,False
0.5,2.5,3.0,64,1.7393320078575323,1,39.787004955737835,False
0.5,2.5,3.0,128,1.7446720575718044,1,39.787004955737835,False
0.5,2.5,3.0,256,1.7473375624761127,1,39.787004955737835,False
0.5,2.5,5.0,1,1.2500000000000058,1,22.105632761886994,False
0.5,2.5,5.0,2,1.3520511838778406,1,22.105632761886994,False
0.5,2.5,5.0,4,1.43578062164665,1,22.105632761886994,False
0.5,2.5,5.0,8,1.4813233498581917,1,22.105632761886994,False
0.5,2.5,5.0,16,1.5044902612639843,1,22.105632761886994,False
0.5,2.5,5.0,32,1.516124474699078,1,22.105632761886994,False
0.5,2.5,5.0,64,1.5219493657140517,1,22.105632761886994,False
0.5,2.5,5.0,128,1.5248632060043983,1,22.105632761886994,False
0.5,2.5,5.0,256,1.5263204095235945,1,22.105632761886994,False
0.5,2.5,8.0,1,1.250000000000003,1,12.773943329892013,False
0.5,2.5,8.0,2,1.3133436464244552,1,12.773943329892013,False
0.5,2.5,8.0,4,1.3595203299868928,1,12.773943329892013,False
0.5,2.5,8.0,8,1.384586255266046,1,12.773943329892013,False
0.5,2.5,8.0,16,1.3974530558157987,1,12.773943329892013,False
0.5,2.5,8.0,32,1.4039537357602772,1,12.773943329892013,False
0.5,2.5,8.0,64,1.4072190963553814,1,12.773943329892013,False
0.5,2.5,8.0,128,1.4088553198223348,1,12.773943329892013,False
0.5,2.5,8.0,256,1.4096742916236538,1,12.773943329892013,False
0.5,2.5,12.0,1,1.2500000000000029,1,8.00765893654165,False
0.5,2.5,12.0,2,1.2919715528043296,1,8.00765893654165,False
0.5,2.5,12.0,4,1.3198875593204986,1,8.00765893654165,False
0.5,2.5,12.0,8,1.334957711141839,1,8.00765893654165,False
0.5,2.5,12.0,16,1.342711406667921,1,8.00765893654165,False
0.5,2.5,12.0,32,1.3466365662643414,1,8.00765893654165,False
0.5,2.5,12.0,64,1.3486104924680202,1,8.00765893654165,False
0.5,2.5,12.0,128,1.349600204339322,1,8.00765893654165,False
0.5,2.5,12.0,256,1.3500957367067739,1,8.00765893654165,False
